Q28,BERT_topic_Q9,BERT_proba_Q9,BERT_topic_Q11,BERT_proba_Q11,BERT_topic_Q16,BERT_proba_Q16,BERT_topic_Q17,BERT_proba_Q17,BERT_topic_Q21,BERT_proba_Q21,BERT_topic_Q24,BERT_proba_Q24,BERT_topic_total,BERT_proba_total
38909,0.0,0.1116223262184003,0.0,0.9708935290476362,0.0,0.8376430600566005,2.0,0.3777514508627811,,,0.0,1.0,1,0.33444180740591395
77399,1.0,0.5709925411528294,0.0,1.0,0.0,0.9190684666116038,0.0,0.8952221591734574,1.0,1.0,0.0,1.0,2,0.3904237735543712
78434,0.0,0.3188504507305221,0.0,1.0,0.0,1.0,1.0,0.45509378937200134,,,0.0,0.4500982540972986,2,0.5310532616482617
2404,0.0,0.8662047076139952,0.0,0.8896010268920618,,,0.0,0.8257905601551554,1.0,1.0,,,1,0.2639937301800639
15560,1.0,0.6695804641484501,0.0,0.9359106270082678,,,,,1.0,0.5348200609962126,2.0,0.30181754768088337,1,0.28885795781520635
65390,0.0,0.719334383123508,0.0,0.9580471802400706,,,,,,,,,1,0.33908976000200575
93174,0.0,1.0,0.0,0.8647890959499694,,,,,,,,,1,0.34398050965699234
86755,1.0,0.7835434209148994,0.0,0.9838319006581451,0.0,0.8942449730684544,0.0,0.3997550495390045,0.0,0.4405416348501646,0.0,0.30742760228283145,2,0.3265882414930002
90919,3.0,0.751177742697053,0.0,0.7130124667947599,0.0,1.0,2.0,0.3053655132749689,,,2.0,1.0,1,0.3347900977280462
99272,0.0,0.5129491239720111,0.0,0.9088621281863681,0.0,0.8663200502738145,0.0,0.381139327866807,,,2.0,0.42292059979707064,1,0.46203634805782845
10798,1.0,0.45427572952042816,0.0,1.0,0.0,0.7793694795141325,0.0,0.465898060677772,1.0,1.0,1.0,0.350621903253677,1,1.0
33374,0.0,0.6383557851139325,0.0,0.8297008165253406,,,0.0,1.0,,,0.0,1.0,1,0.5901058847366297
40992,1.0,1.0,0.0,0.8147759137017512,,,,,,,,,0,0.3967990831613951
61090,1.0,0.6133915873222342,0.0,0.8848150837500458,0.0,0.9318976832949112,0.0,1.0,1.0,0.47278723581391296,0.0,0.5571595666318694,0,0.4369558637622227
61115,0.0,0.6225159766132119,0.0,1.0,0.0,0.8236712049894717,0.0,0.2899063700848176,,,2.0,1.0,1,0.3865004430898034
9111,1.0,1.0,0.0,0.7548255417097154,0.0,0.9056980554994764,2.0,0.3095037714575234,,,0.0,0.44347596118594557,0,0.27554317926652877
26844,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.39044271229970845,,,0.0,0.7224932068827431,0,0.38832026097806266
3285,1.0,0.7941751403362565,,,0.0,0.7972562890431214,0.0,1.0,,,1.0,0.31214824854999745,0,0.4615862430913015
87230,0.0,0.25315200147658506,0.0,0.9319490564533095,0.0,0.7813098020085819,0.0,0.026407821124180348,,,2.0,0.5351904135167951,2,0.29724118486981865
15564,1.0,0.13052230181493094,0.0,0.8772393383360997,0.0,0.8792110225510368,0.0,0.676574238475228,,,0.0,1.0,2,0.8106325989107841
33382,2.0,0.4337027458026093,0.0,0.9040786104793063,0.0,0.7573558104537571,0.0,0.37320132721086463,1.0,0.4670543658678252,0.0,0.22631564806249363,0,0.36819594050052284
44096,3.0,0.20634124328849374,0.0,1.0,0.0,0.822689722656201,0.0,0.30316265553169996,0.0,1.0,0.0,0.200402553390968,1,0.5005766002972898
16641,3.0,0.31844508898130913,0.0,0.873696827509555,0.0,0.9624323410288703,0.0,0.350869282369963,1.0,0.46934848440599336,1.0,0.4347349848234518,1,1.0
65543,3.0,1.0,0.0,0.8548959186971073,0.0,1.0,0.0,0.5561383793773511,,,2.0,0.35359225706939973,0,0.24686642139379825
49909,3.0,0.4228646643045905,0.0,0.9874136242679231,1.0,1.0,2.0,0.25914198424163964,,,,,1,0.43516937852461457
19947,0.0,0.2553845592056432,0.0,1.0,0.0,1.0,2.0,0.6154071140361336,,,2.0,0.4308436894823647,1,0.4072202941777413
7472,0.0,0.12030837651038993,0.0,1.0,0.0,1.0,0.0,0.2657300943979622,,,,,2,0.7136902552400447
52436,1.0,0.6288723977003566,0.0,0.5933973590447993,0.0,0.5569288568273814,2.0,0.3945595915445534,,,2.0,1.0,1,0.3811239705266571
58869,4.0,1.0,,,,,,,,,,,1,0.008563415711180975
49929,0.0,1.0,0.0,0.8548116338673183,0.0,0.9266839509805336,1.0,1.0,,,0.0,0.768692064673417,2,0.6369343525684403
1875,0.0,0.6726763858852021,0.0,0.8951344267386135,0.0,0.7889181659625745,0.0,0.5073244606241397,,,1.0,0.23999141847415228,2,0.3666995482897383
50466,4.0,0.317317243381939,,,0.0,0.9644785209923638,,,,,1.0,1.0,0,0.6765966546837393
15883,0.0,0.5819864711622191,0.0,0.8449146767294679,0.0,0.9483283428715473,,,,,0.0,0.6422016018987132,2,0.3108476716812273
54034,4.0,0.37294849902861815,0.0,0.790942883622249,1.0,0.8904207238802402,0.0,0.5038684006473232,1.0,0.427114398373122,2.0,1.0,1,1.0
14937,1.0,0.16409835577275045,,,0.0,0.9673146945976514,,,,,,,0,0.38702448390288524
76716,0.0,0.41728941834268657,0.0,0.860099158558107,0.0,0.8227870723320754,0.0,1.0,,,,,1,0.3900646816682648
30861,1.0,1.0,0.0,0.958500566843811,0.0,0.8955638468758109,0.0,1.0,,,1.0,0.5753311125214251,0,1.0
68671,4.0,1.0,0.0,0.889105080716273,0.0,0.9802997061757226,2.0,0.36059160409691504,,,1.0,0.5387547148955133,0,0.419736500475069
97584,2.0,0.7354814919830949,0.0,0.8626351830137142,0.0,0.9309629522918512,,,,,,,0,1.0
94251,0.0,0.7155017573597314,0.0,1.0,0.0,0.9460040487849322,0.0,0.278693147694854,,,1.0,0.6581623522592563,2,0.3284944687765218
13822,1.0,1.0,0.0,0.8358791654112414,0.0,0.9387794365234241,2.0,0.537043251862875,,,0.0,0.7007547183897468,0,0.38131626461044715
95275,3.0,0.7644748874994728,0.0,0.8449123455533304,0.0,0.8977373070372071,1.0,0.6201685841404457,,,0.0,1.0,2,0.624211495809174
18964,0.0,0.9789486566320305,0.0,0.8156980390401403,0.0,0.7453112107639902,0.0,0.548790405664789,,,,,1,0.48239864306203667
85558,0.0,1.0,1.0,1.0,0.0,0.7448179632528487,,,,,,,2,0.3081207561314531
6778,0.0,1.0,0.0,0.8521624801830829,0.0,0.9124708381878779,0.0,0.026511691946327836,,,1.0,0.47244570448645395,0,0.6010446910001603
35436,0.0,0.6747006474520293,0.0,1.0,0.0,0.9309196927741984,1.0,0.48923324868184503,1.0,1.0,2.0,0.26212282958969296,1,1.0
93823,2.0,1.0,0.0,1.0,,,,,,,,,0,0.6745237962019344
36319,3.0,1.0,0.0,0.9729515885314256,0.0,0.8056617172736904,1.0,1.0,0.0,1.0,3.0,1.0,2,0.6743664711811931
5113,0.0,0.5616114931060759,0.0,0.9589306231246661,0.0,1.0,0.0,0.33025199818683393,,,1.0,1.0,2,0.26618467328999956
44495,0.0,1.0,0.0,0.7537849568631962,0.0,0.586398112605056,1.0,0.486862180510649,,,1.0,0.5209520185582992,0,0.8092945480698036
18010,0.0,0.4914291488812875,0.0,1.0,0.0,1.0,0.0,0.7157401755049697,,,,,2,0.5583891020353005
43453,0.0,1.0,0.0,1.0,0.0,0.9139831160445528,1.0,0.8835483838099558,1.0,0.5165370254024991,3.0,1.0,2,0.45359669504198735
92017,1.0,0.6550032424955392,0.0,1.0,0.0,0.8710164138032843,0.0,1.0,1.0,1.0,0.0,0.35148351780463366,0,0.43624155158747485
30995,1.0,0.12319565187418977,0.0,0.837183092945348,0.0,0.7777041445002325,2.0,0.32256829764943656,1.0,0.6496066062885407,0.0,0.2585684300335784,1,0.38685655912825784
25402,1.0,0.15243342227662646,0.0,0.9508921616363093,0.0,0.6284733539871583,0.0,1.0,0.0,0.4258456819430966,3.0,1.0,2,0.2870168287496674
96086,0.0,0.648574104112362,0.0,0.8768208182251228,0.0,0.7333197808085797,1.0,1.0,0.0,1.0,0.0,1.0,2,0.3690172364827539
42403,0.0,0.7643288799158862,0.0,0.943653185400698,0.0,0.6037942641161618,2.0,0.6421607198185681,,,1.0,0.33598989139531416,1,0.5333082215550798
56104,0.0,0.44667680232715024,0.0,0.9002861866644097,0.0,0.6235082029835753,0.0,0.3912000994180365,,,2.0,0.4601859464686447,2,0.2965483330801625
93303,0.0,0.7056987151636903,0.0,0.885720824374798,0.0,0.7607739526277992,2.0,0.2706997267057019,0.0,0.6044134476660149,2.0,0.46922846295386145,1,0.5672488822665359
3136,0.0,0.7771616236757706,1.0,1.0,1.0,1.0,0.0,0.32495349032013265,,,3.0,1.0,1,0.4011350516573916
21467,1.0,0.5266323839509515,0.0,0.9484423799284267,0.0,0.7352073272931825,0.0,1.0,,,2.0,1.0,0,0.3642231315419796
32146,0.0,1.0,0.0,0.8751606877425118,0.0,0.8853574764332754,0.0,0.5046140064819956,,,0.0,0.7235019584386302,2,0.3056630346485515
98487,,,,,,,,,,,,,1,0.008563421018464412
15128,3.0,0.20625198026397298,0.0,0.8527564647265774,0.0,0.8552652951998448,0.0,1.0,,,0.0,1.0,2,0.4049496978957354
51724,0.0,0.6711506857038044,0.0,0.8418146000838749,0.0,0.7809124712244877,2.0,1.0,0.0,0.5458550110803233,0.0,0.7524633424250787,1,0.4526293422788166
21118,2.0,0.5252504229523982,0.0,1.0,0.0,0.8729200587805418,0.0,0.29390703262228196,,,0.0,0.21286667465467043,0,0.5817933972797156
34730,0.0,0.7986481621817062,0.0,1.0,0.0,0.6120769241159761,0.0,0.36597517666004226,1.0,0.5791726149040705,1.0,0.28980995842727797,2,1.0
55548,0.0,1.0,0.0,0.9648030919831735,0.0,1.0,0.0,0.38083202341830763,,,0.0,0.667059972443261,2,0.3542361511499873
62093,,,,,,,,,,,,,1,0.008565465247327332
5623,2.0,0.09610569094344147,1.0,1.0,,,,,,,,,1,0.32324398115786607
36811,0.0,0.6584435923938446,0.0,1.0,0.0,0.84970713632024,0.0,0.2948078781498328,,,2.0,1.0,1,0.38985706028628114
62535,0.0,0.24873213858761023,0.0,0.9249665538244978,0.0,0.8298673685990646,0.0,0.39515937503579385,1.0,1.0,0.0,0.2398826249790492,1,0.5151463194880996
32280,2.0,0.8538651284777685,,,0.0,0.8594106186523548,0.0,1.0,,,0.0,0.6405959933342475,0,0.7438891900856728
72768,0.0,0.8451956906492097,0.0,1.0,1.0,1.0,0.0,0.0263954267683759,,,0.0,0.48445576261412393,1,0.3404849748980535
22009,,,0.0,0.8657082207931172,0.0,0.8943281462174534,1.0,0.5495711984524245,,,,,0,1.0
3096,3.0,1.0,,,0.0,0.9434765808864523,0.0,0.39051516041969564,,,,,0,0.44592391461484554
26168,2.0,0.3648949089281221,0.0,1.0,0.0,0.9399734760031033,0.0,0.3440911931194212,,,0.0,0.3241737896562226,1,0.688257175303471
756,4.0,1.0,0.0,1.0,0.0,0.5946669085670112,0.0,0.7387504472010721,,,1.0,0.5113719272570579,1,0.3263713500474342
50704,0.0,0.27909365544699893,0.0,0.8877349320993888,0.0,0.8066581452080883,1.0,0.5413471767668379,0.0,1.0,3.0,1.0,1,1.0
18992,0.0,0.29905960508777446,0.0,1.0,0.0,0.8823000200476108,2.0,1.0,,,,,1,1.0
34480,0.0,0.7692761713784071,0.0,1.0,0.0,0.8628271870337519,0.0,1.0,,,0.0,0.8373151806661535,2,0.33500738773493677
72571,4.0,0.9263220052476397,0.0,0.9487182403849652,0.0,1.0,0.0,0.6566701028377541,,,1.0,1.0,0,0.4758026329289301
54258,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.3715016144907887,,,1.0,1.0,2,0.33044150743385736
61094,4.0,0.32184479815032024,0.0,0.8937623779264061,0.0,0.704697330925531,2.0,1.0,1.0,1.0,0.0,0.35991261446932993,1,0.34904759924853496
48545,4.0,1.0,0.0,0.9098184266867089,1.0,0.8529142620851954,0.0,0.5108791918686124,,,3.0,0.2339966759219465,1,0.3941013535808521
5638,3.0,1.0,0.0,0.9156236525378958,0.0,0.7869435467235758,0.0,0.3110929054258956,,,,,2,0.7494605070382994
12543,2.0,1.0,0.0,0.9130019221231821,0.0,0.8748865801963409,0.0,0.48538934554145213,1.0,0.6136443512444302,0.0,0.4037406366981691,0,0.2594046452966447
37476,0.0,0.5719528440894259,0.0,0.8630939328277416,,,,,,,,,2,0.3091308501984716
85838,0.0,0.3310808727780591,,,0.0,0.9087814992722298,0.0,0.026527988438253193,,,,,0,0.3863118885698972
75275,0.0,1.0,0.0,0.9146659038780909,0.0,0.8579593915249694,0.0,0.6628901527363332,,,,,2,0.47503431725564815
98837,0.0,0.39848313368954463,,,0.0,0.8209294821021502,0.0,0.3671740420222459,,,3.0,0.2833350499905741,2,0.5870452527491272
14470,2.0,0.2785095218140301,0.0,0.8775118695719061,0.0,1.0,0.0,0.33566712689610456,,,0.0,0.45043833069767897,0,0.3374268037478317
62550,0.0,1.0,0.0,0.9312501466292062,0.0,0.9497853273605745,0.0,0.544123534788229,,,3.0,1.0,1,0.4299832099103397
75072,4.0,0.4840166397923894,0.0,0.8645481766987504,0.0,0.9488271964282443,0.0,1.0,,,0.0,0.689956455706497,0,0.323998737835581
34627,3.0,0.6882532195396471,0.0,0.8931575277054417,0.0,1.0,2.0,0.35506964603698277,,,1.0,1.0,0,0.5486874881143223
61890,3.0,0.768234573757466,0.0,0.8109312606656419,0.0,0.9646488134147301,1.0,0.2878925758414601,1.0,0.662010819427407,1.0,0.5883574605386378,0,0.31257727577520583
52843,0.0,0.17783431734256294,0.0,0.9218361487893256,0.0,1.0,0.0,0.5516708422320079,,,0.0,0.3106682492413223,2,0.748104881111932
94285,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,,,0.0,0.32751029499256146,2,0.317532496618842
79561,1.0,1.0,0.0,0.8412523205245618,0.0,0.9329040873038557,1.0,0.7601935566801582,,,,,0,0.35808594708774694
38812,2.0,0.7693923199633851,0.0,0.7872840908154531,0.0,0.9539312942510831,1.0,0.5901767367570504,,,2.0,0.3639734272196642,0,1.0
21749,1.0,0.8316215707105411,0.0,0.870622874665958,0.0,0.8500523854781821,2.0,0.35982454020600046,,,3.0,0.4124877150198612,0,0.38072813697174335
77781,2.0,1.0,1.0,0.8742179187605726,0.0,0.8831043118605229,2.0,1.0,,,0.0,1.0,0,0.8511459661229348
81770,0.0,1.0,0.0,0.9380065102706329,0.0,0.9243238694481192,,,,,0.0,0.3159419525747645,1,0.33624842630111845
55524,0.0,0.5880666451081343,0.0,1.0,1.0,0.9714922433238763,0.0,0.47518276940818854,,,1.0,0.6492730848546742,1,0.5683782730511077
32178,3.0,0.6192063504976583,1.0,0.40297365994392087,0.0,0.7769921133755693,0.0,0.42788453181137637,,,3.0,0.27179770094628813,1,0.7634444229210599
66081,0.0,0.6282835939117958,0.0,0.9781610323570943,0.0,0.9483871379608023,2.0,0.6093821472126136,,,2.0,0.34894274706304496,1,0.36017570839495766
60776,2.0,0.2800809594630186,,,0.0,0.9555284744607703,2.0,0.32686820490541535,,,,,0,0.34386503735999285
14065,0.0,0.6824051817608665,0.0,0.9300834698807342,0.0,0.7820234264257664,2.0,0.35379125101695713,,,3.0,0.28683825895928994,2,0.35539855519595853
91517,2.0,0.24402920502245815,1.0,1.0,0.0,0.9766755191956883,0.0,0.3333784705767341,,,1.0,1.0,0,0.34651542230275495
150,2.0,0.7595051296179564,0.0,0.8879887653876785,0.0,1.0,0.0,1.0,,,3.0,1.0,0,1.0
18250,2.0,0.15271213932041497,0.0,0.9587687753940153,0.0,0.6867771875252546,1.0,1.0,0.0,0.40416729181473005,1.0,0.5854595661716437,0,1.0
19647,0.0,0.20194926803960364,0.0,0.8139060417052956,0.0,0.5479450359160637,0.0,0.8425376765954729,,,0.0,0.9002470845803209,2,1.0
24369,0.0,1.0,0.0,0.9477688800988899,0.0,0.8250072853209199,1.0,1.0,1.0,1.0,3.0,0.41103965927652963,2,1.0
37890,0.0,1.0,0.0,0.744216387615922,0.0,0.9626633359356707,2.0,0.44767515910795463,0.0,0.45027934089008603,2.0,1.0,1,0.2863672231022907
91097,0.0,1.0,0.0,0.7900580662654448,0.0,0.7238353216493709,0.0,0.39151264114017764,,,1.0,0.1993583954781825,1,0.3718430737617731
97598,4.0,1.0,0.0,0.905387904157732,0.0,0.6859085903723054,0.0,1.0,1.0,0.6280197655147052,2.0,0.23904140842874805,1,0.35297547785594824
90786,0.0,0.36755388977174114,,,1.0,1.0,2.0,0.41570578922144064,,,3.0,1.0,2,0.288835714067229
91774,1.0,0.18242624518683284,0.0,0.9242247688219578,0.0,0.9240633841672734,1.0,0.3392937408147782,,,2.0,1.0,1,0.3992919317405833
85884,0.0,0.6528846874021363,,,0.0,0.6763707289500106,,,,,,,1,0.46642719687367395
82326,0.0,1.0,,,1.0,0.9611524342713627,0.0,0.2968345605977483,,,2.0,0.41263870919220286,0,0.35863865619150803
10707,4.0,1.0,0.0,0.8549037760870393,,,,,0.0,0.4136451987577986,0.0,1.0,1,0.2664676634474228
83632,1.0,0.16037619333970163,,,,,0.0,0.02650635817137709,,,3.0,1.0,1,0.4427237105737807
67227,0.0,0.7911446561909531,0.0,0.9652380043353239,0.0,1.0,0.0,0.28574476938386456,0.0,0.6972235980642655,1.0,0.2567493214334178,2,0.4753966279420547
26201,1.0,0.5653477234681263,0.0,0.8147713113322247,0.0,0.8668309823406531,2.0,0.7830860809954293,,,2.0,0.29847177626583205,2,0.37236204211381985
62266,,,,,0.0,0.854385296078097,2.0,0.4147325080692923,,,0.0,1.0,2,0.31784312517032476
5864,0.0,1.0,0.0,0.8840387600913935,,,0.0,0.4906028136788158,,,,,1,0.3295910329591678
55658,,,,,,,,,,,,,1,0.00856339827808408
13904,3.0,1.0,1.0,1.0,0.0,0.939721839516892,0.0,0.6851096517337112,,,2.0,0.7066476389160563,2,0.47469750168092967
93639,0.0,0.6374279682525332,0.0,0.9666995639395521,0.0,0.7155856827947723,0.0,0.3406723356050474,,,0.0,0.21430294101507,1,0.3453969265845726
49936,1.0,0.764710275902429,0.0,0.8522888090398272,,,0.0,0.5563043540376708,0.0,0.5777986051407756,,,1,0.37056287681550326
52997,0.0,1.0,0.0,0.8614123142486677,0.0,0.7742396527017253,0.0,1.0,,,0.0,0.29681827473724137,2,0.34209888196842897
84727,3.0,1.0,0.0,0.9488462295869441,0.0,0.7825377656361502,0.0,0.4738077613741577,,,3.0,1.0,2,0.5503724072125525
62738,1.0,0.43697035063061834,1.0,1.0,,,,,,,3.0,1.0,0,0.20193168892035598
52943,0.0,0.6786674254689928,0.0,0.922460762801569,0.0,1.0,0.0,0.02635256873292851,,,2.0,0.6895750165796368,2,0.29879660250320583
48758,1.0,0.7004685452053573,0.0,0.9394929190423392,0.0,1.0,0.0,0.38802266998908425,1.0,0.8284497446031664,1.0,0.45318710104410553,0,0.4413344759809391
31631,2.0,1.0,0.0,0.8571671251632863,0.0,0.9493044453870921,0.0,1.0,,,0.0,1.0,0,1.0
33056,0.0,1.0,0.0,0.7750939262545777,0.0,0.6983219733444513,2.0,0.33851390775967144,,,0.0,0.29114870298153284,2,0.5331923177004704
16427,0.0,0.688304696492968,0.0,0.87718360929025,0.0,0.8612337989726158,1.0,0.3122211179989549,0.0,0.45599638790764563,0.0,1.0,2,1.0
86385,0.0,0.7099253227618705,,,0.0,0.8148051638760435,2.0,0.44539626355815665,1.0,0.4227618509756934,2.0,0.6440803066542393,1,0.5105736373269059
